rationale_id,question_id,option_id_nullable,rationale_type,rationale_text
rat_000938,q_aemt_000188,opt_000751,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000939,q_aemt_000188,opt_000752,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000940,q_aemt_000188,,teaching_point,Review Behavioral Crisis and repeat a linked scenario if missed twice.
rat_000941,q_aemt_000189,opt_000753,incorrect_option,The other actions delay patient-centered care.
rat_000942,q_aemt_000189,opt_000754,incorrect_option,The other actions delay patient-centered care.
rat_000943,q_aemt_000189,opt_000755,incorrect_option,The other actions delay patient-centered care.
rat_000944,q_aemt_000189,opt_000756,correct,"Deterioration requires reassessment, intervention, and communication."
rat_000945,q_aemt_000189,,teaching_point,Review Ob Delivery and repeat a linked scenario if missed twice.
rat_000946,q_aemt_000190,opt_000757,correct,Trends and response guide receiving care.
rat_000947,q_aemt_000190,opt_000758,incorrect_option,The other options are irrelevant or unsafe.
rat_000948,q_aemt_000190,opt_000759,incorrect_option,The other options are irrelevant or unsafe.
rat_000949,q_aemt_000190,opt_000760,incorrect_option,The other options are irrelevant or unsafe.
rat_000950,q_aemt_000190,,teaching_point,Review Neonatal Resuscitation and repeat a linked scenario if missed twice.
rat_000951,q_aemt_000191,opt_000761,correct,Airway compromise threatens oxygenation and ventilation first.
rat_000952,q_aemt_000191,opt_000762,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000953,q_aemt_000191,opt_000763,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000954,q_aemt_000191,opt_000764,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000955,q_aemt_000191,,teaching_point,Review Pediatrics and repeat a linked scenario if missed twice.
rat_000956,q_aemt_000192,opt_000765,incorrect_option,The distractors delay assessment or treatment.
rat_000957,q_aemt_000192,opt_000766,correct,Primary assessment and life threats come before detailed history.
rat_000958,q_aemt_000192,opt_000767,incorrect_option,The distractors delay assessment or treatment.
rat_000959,q_aemt_000192,opt_000768,incorrect_option,The distractors delay assessment or treatment.
rat_000960,q_aemt_000192,,teaching_point,Review Geriatrics and repeat a linked scenario if missed twice.
rat_000961,q_aemt_000193,opt_000769,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000962,q_aemt_000193,opt_000770,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000963,q_aemt_000193,opt_000771,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000964,q_aemt_000193,opt_000772,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000965,q_aemt_000193,,teaching_point,Review Allergy Anaphylaxis and repeat a linked scenario if missed twice.
rat_000966,q_aemt_000194,opt_000773,incorrect_option,The other actions delay patient-centered care.
rat_000967,q_aemt_000194,opt_000774,incorrect_option,The other actions delay patient-centered care.
rat_000968,q_aemt_000194,opt_000775,incorrect_option,The other actions delay patient-centered care.
rat_000969,q_aemt_000194,opt_000776,correct,"Deterioration requires reassessment, intervention, and communication."
rat_000970,q_aemt_000194,,teaching_point,Review Scene Safety and repeat a linked scenario if missed twice.
rat_000971,q_aemt_000195,opt_000777,correct,Trends and response guide receiving care.
rat_000972,q_aemt_000195,opt_000778,incorrect_option,The other options are irrelevant or unsafe.
rat_000973,q_aemt_000195,opt_000779,incorrect_option,The other options are irrelevant or unsafe.
rat_000974,q_aemt_000195,opt_000780,incorrect_option,The other options are irrelevant or unsafe.
rat_000975,q_aemt_000195,,teaching_point,Review Ppe Infection Control and repeat a linked scenario if missed twice.
rat_000976,q_aemt_000196,opt_000781,correct,Airway compromise threatens oxygenation and ventilation first.
rat_000977,q_aemt_000196,opt_000782,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000978,q_aemt_000196,opt_000783,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000979,q_aemt_000196,opt_000784,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_000980,q_aemt_000196,,teaching_point,Review Hazmat Awareness and repeat a linked scenario if missed twice.
rat_000981,q_aemt_000197,opt_000785,incorrect_option,The distractors delay assessment or treatment.
rat_000982,q_aemt_000197,opt_000786,correct,Primary assessment and life threats come before detailed history.
rat_000983,q_aemt_000197,opt_000787,incorrect_option,The distractors delay assessment or treatment.
rat_000984,q_aemt_000197,opt_000788,incorrect_option,The distractors delay assessment or treatment.
rat_000985,q_aemt_000197,,teaching_point,Review Mci Triage and repeat a linked scenario if missed twice.
rat_000986,q_aemt_000198,opt_000789,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000987,q_aemt_000198,opt_000790,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000988,q_aemt_000198,opt_000791,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_000989,q_aemt_000198,opt_000792,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_000990,q_aemt_000198,,teaching_point,Review Radio Report and repeat a linked scenario if missed twice.
rat_000991,q_aemt_000199,opt_000793,incorrect_option,The other actions delay patient-centered care.
rat_000992,q_aemt_000199,opt_000794,incorrect_option,The other actions delay patient-centered care.
rat_000993,q_aemt_000199,opt_000795,incorrect_option,The other actions delay patient-centered care.
rat_000994,q_aemt_000199,opt_000796,correct,"Deterioration requires reassessment, intervention, and communication."
rat_000995,q_aemt_000199,,teaching_point,Review Documentation and repeat a linked scenario if missed twice.
rat_000996,q_aemt_000200,opt_000797,correct,Trends and response guide receiving care.
rat_000997,q_aemt_000200,opt_000798,incorrect_option,The other options are irrelevant or unsafe.
rat_000998,q_aemt_000200,opt_000799,incorrect_option,The other options are irrelevant or unsafe.
rat_000999,q_aemt_000200,opt_000800,incorrect_option,The other options are irrelevant or unsafe.
rat_001000,q_aemt_000200,,teaching_point,Review Legal Consent and repeat a linked scenario if missed twice.
rat_001001,q_aemt_000201,opt_000801,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001002,q_aemt_000201,opt_000802,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001003,q_aemt_000201,opt_000803,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001004,q_aemt_000201,opt_000804,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001005,q_aemt_000201,,teaching_point,Review Refusal and repeat a linked scenario if missed twice.
rat_001006,q_aemt_000202,opt_000805,incorrect_option,The distractors delay assessment or treatment.
rat_001007,q_aemt_000202,opt_000806,correct,Primary assessment and life threats come before detailed history.
rat_001008,q_aemt_000202,opt_000807,incorrect_option,The distractors delay assessment or treatment.
rat_001009,q_aemt_000202,opt_000808,incorrect_option,The distractors delay assessment or treatment.
rat_001010,q_aemt_000202,,teaching_point,Review Interfacility and repeat a linked scenario if missed twice.
rat_001011,q_aemt_000203,opt_000809,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001012,q_aemt_000203,opt_000810,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001013,q_aemt_000203,opt_000811,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001014,q_aemt_000203,opt_000812,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001015,q_aemt_000203,,teaching_point,Review Wellness Resilience and repeat a linked scenario if missed twice.
rat_001016,q_aemt_000204,opt_000813,incorrect_option,The other actions delay patient-centered care.
rat_001017,q_aemt_000204,opt_000814,incorrect_option,The other actions delay patient-centered care.
rat_001018,q_aemt_000204,opt_000815,incorrect_option,The other actions delay patient-centered care.
rat_001019,q_aemt_000204,opt_000816,correct,"Deterioration requires reassessment, intervention, and communication."
rat_001020,q_aemt_000204,,teaching_point,Review Ambulance Ops and repeat a linked scenario if missed twice.
rat_001021,q_aemt_000205,opt_000817,correct,Trends and response guide receiving care.
rat_001022,q_aemt_000205,opt_000818,incorrect_option,The other options are irrelevant or unsafe.
rat_001023,q_aemt_000205,opt_000819,incorrect_option,The other options are irrelevant or unsafe.
rat_001024,q_aemt_000205,opt_000820,incorrect_option,The other options are irrelevant or unsafe.
rat_001025,q_aemt_000205,,teaching_point,Review Quality Improvement and repeat a linked scenario if missed twice.
rat_001026,q_aemt_000206,opt_000821,correct,Airway compromise threatens oxygenation and ventilation first.
rat_001027,q_aemt_000206,opt_000822,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001028,q_aemt_000206,opt_000823,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001029,q_aemt_000206,opt_000824,incorrect_option,The other options may matter but are not the highest immediate priority.
rat_001030,q_aemt_000206,,teaching_point,Review Anatomy Physiology and repeat a linked scenario if missed twice.
rat_001031,q_aemt_000207,opt_000825,incorrect_option,The distractors delay assessment or treatment.
rat_001032,q_aemt_000207,opt_000826,correct,Primary assessment and life threats come before detailed history.
rat_001033,q_aemt_000207,opt_000827,incorrect_option,The distractors delay assessment or treatment.
rat_001034,q_aemt_000207,opt_000828,incorrect_option,The distractors delay assessment or treatment.
rat_001035,q_aemt_000207,,teaching_point,Review Medical Terminology and repeat a linked scenario if missed twice.
rat_001036,q_aemt_000208,opt_000829,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001037,q_aemt_000208,opt_000830,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001038,q_aemt_000208,opt_000831,correct,Hypotension and altered mental status suggest poor perfusion or serious illness.
rat_001039,q_aemt_000208,opt_000832,incorrect_option,The other choices alone do not carry the same immediate acuity.
rat_001040,q_aemt_000208,,teaching_point,Review Pathophysiology and repeat a linked scenario if missed twice.
rat_001041,q_aemt_000209,opt_000833,incorrect_option,The other actions delay patient-centered care.
rat_001042,q_aemt_000209,opt_000834,incorrect_option,The other actions delay patient-centered care.
